File,Annotation,Source_Link,Title,Subset
women56,1,https://www.bilibili.com/video/BV1cN411M7f2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,好现实好绝望啊！即使凭实力升职加薪，依然被男性同行满口冷嘲热讽，还要礼貌微笑！这段真的把职场女性边缘化拍的淋漓尽致！编剧清醒的在提醒我们，性别歧视永远存在...,test
women57,0,https://www.bilibili.com/video/BV1r2421w7Y1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女性是被社会定义的吗？,test
women58,0,https://www.bilibili.com/video/BV1hQiMeoEWe/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女性的困境在于不被看见,train
women59,0,https://www.bilibili.com/video/BV17V4y1Z7QK/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,警惕无形中边缘化女性的玩笑语言,train
women60,0,https://www.bilibili.com/video/BV1Vg4y1J72U/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【碗】马尔库塞谈妇女解放运动：自由社会将是一个女性的社会,train
women61,1,https://www.bilibili.com/video/BV1Lm421j7KZ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我为什么不做女性情感,train
women62,0,https://www.bilibili.com/video/BV1NM4m1176F/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,艰苦的劳动一线上没有女性？看看这些英雌！,train
women63,0,https://www.bilibili.com/video/BV1HN411S7ob/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,无处可逃的厌女症｜我们可能从小就在无意识厌女,train
women64,0,https://www.bilibili.com/video/BV1oS4y1g72E/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,关于对女性的这些偏见，早该被丢掉了！,train
women65,0,https://www.bilibili.com/video/BV1mr421M781/?spm_id_from=autoNext&vd_source=6374cb49b8a20f29e86ab9de12471afa,“我想救一代人”,train
women66,0,https://www.bilibili.com/video/BV1hr4y1f73f/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,补档 性别红利,train
women67,1,https://www.bilibili.com/video/BV1AK4y1t7tR/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa4,性别歧视，我拒绝。,test
women68,1,https://www.bilibili.com/video/BV1Rp4y1j7uE/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,遭遇过职场歧视的你，现在过得好吗？,train
women69,1,https://www.bilibili.com/video/BV1dD4y1e7f6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,国产影视剧中曾经出现的一种很恶心的剧情和对白,train
women70,1,https://www.bilibili.com/video/BV1i14y1f78o/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,白鹿的小母狗到底有没有歧视女性？,train
women71,0,https://www.bilibili.com/video/BV1tW4y1B7Kg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,妇女的胸，还是很……,test
women72,0,https://www.bilibili.com/video/BV1TX4y157bq/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,妇女用奶水救活了八路军战士,train
women73,0,https://www.bilibili.com/video/BV1veYKeSE5h/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【熟女和小鲜肉系列】中年妇女遇上年轻的情场高手,train
women74,0,https://www.bilibili.com/video/BV1Ju4m1g7SU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,真正的女权主义者：毛泽东,train
women75,0,https://www.bilibili.com/video/BV1iZ421t7ch/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,克兰阵亡女兵遗体回乡 村中只剩妇女儿童来迎接,train
women76,0,https://www.bilibili.com/video/BV11s4y177M4/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,50岁以上的自然老年妇女穿着引人注目的优雅皮衣，高跟鞋！,test
women77,0,https://www.bilibili.com/video/BV1hC4y177ok/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【男生慎入】“少女胸”和“妇女胸”能一眼辨别么？,test
women78,0,https://www.bilibili.com/video/BV14x42117jh/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“歧视妇女，要被打倒”,test
women79,0,https://www.bilibili.com/video/BV1RJ4m1u7Xv/?spm_id_from=333.337.search-card.all.click,《毛泽东年谱》妇女卫生是一个大事 月经期一定得休息 不然对妇女不利——1958年12月29日,train
women80,0,https://www.bilibili.com/video/BV1zj411u7sf/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,限制工作、不许上学 阿富汗女性无心庆祝妇女节,test
women81,0,https://www.bilibili.com/video/BV14N411M7Vz/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,希拉里·克林顿 1995年 北京（第四届世界妇女论坛）,test
women82,0,https://www.bilibili.com/video/BV1XS4y1d7c9/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国妇女报：我们将不再使用“直男癌”这个词汇,test
women83,0,https://www.bilibili.com/video/BV15r421F7cX/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,巴勒斯坦60岁妇女，持刀与以色列士兵对峙，结果被秒了,train
women84,0,https://www.bilibili.com/video/BV1tF41147JJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,赵立坚：“毛泽东主席说过，妇女能顶半边天！”,train
women85,0,https://www.bilibili.com/video/BV1Et421L7ZX/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,宣传片该怎么拍？国际劳动妇女节，那是为了纪念无产阶级妇女为了争取自身权益而斗争的日子！不被定义！致敬了不起的她！,train
women86,0,https://www.bilibili.com/video/BV1GC4y1N7t2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,拜托了孩子们别再搞厌女症那一套了行不行,train
women87,0,https://www.bilibili.com/video/BV15s8ietEFg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,关于厌女症，有那些误解？,test
women88,0,https://www.bilibili.com/video/BV1o8411v7t8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,机场仔细安检女性就是厌女？,train
women89,0,https://www.bilibili.com/video/BV1Uy411i7NQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,厌女就是自我厌弃,train
women90,0,https://www.bilibili.com/video/BV1J8411K7iP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【厌女】——“名誉男性”,train
women91,0,https://www.bilibili.com/video/BV1Uw4m1i7D6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女性比男性更厌女？,train
women92,0,https://www.bilibili.com/video/BV1P4421S7Yy/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa%E3%80%81,看啥都是女性被压迫，看什么都是男女不平等,test
women93,0,https://www.bilibili.com/video/BV1dv4y1j7NE/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女人又不是块豆腐，清白有什么用？,train
women94,0,https://www.bilibili.com/video/BV1gk4y137XV/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,心理学角度分析厌女症的发生机制,train
women95,0,https://www.bilibili.com/video/BV1T7411q7N9/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,TXL圈子里的厌女情节和拒C文化，就算不一样又怎样,train
women96,0,https://www.bilibili.com/video/BV1RR4y1B7Q5/?spm_id_from=333.788.recommend_more_video.1&vd_source=6374cb49b8a20f29e86ab9de12471afa,重大发现，汉子茶她厌女啊,train
women97,0,https://www.bilibili.com/video/BV1Eu4y1m7u3/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,什么是“厌女”？只有男性“厌女”吗？,train
women98,0,https://www.bilibili.com/video/BV13f421X7XS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么女权男博主比女权女博主更受欢迎？,train
women99,0,https://www.bilibili.com/video/BV1R84y1i7x1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,澳前总理吉拉德有力回击极端厌女评论和行动,train
women100,0,https://www.bilibili.com/video/BV1y3411T7DH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,隐形的厌女症：为什么语音助手是女声？,test
women101,0,https://www.bilibili.com/video/BV1zR4y1178N/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女校文化的厌女症,train
women102,0,https://www.bilibili.com/video/BV1uT411D75Z/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我的厌女时刻｜曾经把“像男生”当成褒义词,test
women103,0,https://www.bilibili.com/video/BV1AT411i7JW/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,逃过媚男辱女躲不过温柔雌竞,train
women104,0,https://www.bilibili.com/video/BV1bS4y1i7CU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不该有的性别歧视：男生就该有男生的样子，女生就该有女生的样子,train
women105,0,https://www.bilibili.com/video/BV19i4y1C7wk/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“唯女子与小人为难养也”，这是歧视女性吗？,train
women106,0,###Privacy Limitation###,###Privacy Limitation###,train
women107,0,https://www.bilibili.com/video/BV1d4421Z78u/?spm_id_from=333.788.recommend_more_video.5&vd_source=6374cb49b8a20f29e86ab9de12471afa,女生就是不能上桌吃饭！这是从古至今的规矩！,train
women108,0,https://www.bilibili.com/video/BV13P411C7Dv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,真女权是平权而不是特权，是女人们巾帼不让须眉，是妇女能顶半边天，是成为经济独立人格独立的主体。而不是在商品化女性和丑化男性上,train
women109,0,https://www.bilibili.com/video/BV17W4y157bk/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,当下的时代，我们为什么更需要女性主义,train
women110,0,https://www.bilibili.com/video/BV1Ah411G7YJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女士的法则：餐厅设置俩分菜单，价格仅男士可见，博主认为餐厅歧视女性,train
women111,0,https://www.bilibili.com/video/BV18d4y1F7Ds/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,关于男朋友说自己被歧视这件事,train
women112,0,https://www.bilibili.com/video/BV1c1421t7YG/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女性还是离这些人远一点,train
women113,0,https://www.bilibili.com/video/BV1Xw411E7w9/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国女性为什么那么强？,train
women114,0,https://www.bilibili.com/video/BV1XZ42117vt/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,当世界开启女性模式,train
women119,1,https://www.bilibili.com/video/BV1MD4y1G7yj/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“没人厌女，但是厌蠢！”,train
women120,1,https://www.bilibili.com/video/BV1aK411b7tL/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,厌女,test
women121,1,https://www.bilibili.com/video/BV1zw411N7KJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,虐猫，厌女，仇外，某些男性逻辑的完美闭环！,train
women122,1,https://www.bilibili.com/video/BV1do4y1r7Tk/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,《厌女》短视频合集,train
women123,1,https://www.bilibili.com/video/BV1YHYre1EE2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“爱女”是爱具体的人 #内容过于真实#女生必看#女性力量#girlstalk,train
women124,1,https://www.bilibili.com/video/BV1Pe41117Ww/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,逆天的女拳,train
women125,1,https://www.bilibili.com/video/BV16a4y1X7jY/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,你身边有这样的“双标+厌女”行为吗？,test
women126,1,https://www.bilibili.com/video/BV1CY4y1y7Fa/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“我非常讨厌厉害的女人”，这个厌女霸凌同事偷窥幼女的变态说完这句话，就走进了自己的地狱,train
women127,1,https://www.bilibili.com/video/BV17x4y147JN/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,男人早已失去传统的权利，凭什么还要承担传统的义务？,train
women128,1,https://www.bilibili.com/video/BV1Cc411i7hh/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,看似爱女实则魅男,train
women129,1,https://www.bilibili.com/video/BV1iC411W7BN/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我们需要男人吗。#人类 #女人 #女权,train
disabled01,0,https://www.bilibili.com/video/BV1qT4y1A7kK/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,视障博主吐槽无障碍设施缺陷遭恶评：看不见就老实在家呆着】,train
disabled02,1,https://www.bilibili.com/video/BV1vu411U7KP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【治愈】“残疾人遭歧视，结局反转！”,test
disabled03,1,https://www.bilibili.com/video/BV1rM411J7xv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,闯荡：残疾人没残疾证，被检票员刁难，退役武警怒了：你有人证吗,train
disabled04,0,https://www.bilibili.com/video/BV1cA4y1Z7xc/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,改善残疾人就业的现状,train
disabled05,0,https://www.bilibili.com/video/BV14U4y1p7DH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,公考面试：无障碍设施有二次障碍。,train
disabled06,0,https://www.bilibili.com/video/BV1px411f7jk/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,红绿灯太短 分不清男女厕所 西湖边上无障碍设施用起来有点难,train
disabled07,1,###Privacy Limitation###,###Privacy Limitation###,train
disabled08,1,https://www.bilibili.com/video/BV1414y1F7Qo/?spm_id_from=333.788.recommend_more_video.-1&vd_source=6374cb49b8a20f29e86ab9de12471afa,男子从背后飞踹拾荒老人 该事件涉案共三人 两人围攻老人一人负责拍摄,test
disabled09,0,###Privacy Limitation###,###Privacy Limitation###,test
disabled10,0,###Privacy Limitation###,###Privacy Limitation###,train
disabled11,0,https://www.bilibili.com/video/BV1Ft4y1j7mN/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,示范作答：社会上残疾人经常受人歧视，地位不高。对此你怎么看？,test
disabled12,0,https://www.bilibili.com/video/BV1wR4y1q7E6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么超过30人的公司，一定要招1个残疾人？,train
disabled13,0,###Privacy Limitation###,###Privacy Limitation###,train
disabled14,0,###Privacy Limitation###,###Privacy Limitation###,train
disabled15,0,###Privacy Limitation###,###Privacy Limitation###,train
